Waterbody Type,Segment ID,Waterbody Index Number (WIN),Name,Description,Basin,Segment Miles,6NYCRR Chapter X Part,Water Quality Class
Estuary,1701-0238,(MW6.3d) GB-SIS-127,Mill Creek and tidal tribs,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,924,SC
Estuary,1701-0243,(MW6.1c) GB..LPB- 88,Cedar Beach Creek and tidal tribs,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0246,(MW6.1d) GB..GPB- 96,West Creek and tidal tribs,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0251,(MW6.3b) GB..GPB-119/P645,Squire Pond and tribs,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0252,(MW6.3b) GB..GPB-120,"Shinnecock Canal, north end, and tribs","canal, from mouth (Shinnecock Light) to locks",Atlantic Ocean/Long Island Soun,,924,SC
Estuary,1701-0272,(MW6.3a) GB..FB-RB,Reeves Bay and tidal tribs,entire bay and tidal tribs,Atlantic Ocean/Long Island Soun,,921,SA
Estuary,1701-0278,(MW6.3h) BIS,Block Island Sound,"entire sound, as described below",Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0279,(MW6.3h) BIS-141/P749,Fresh Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,924,SC
Estuary,1701-0283,"(MW5.4g) LIS-FI-P1101,P1102","Beach/Island Ponds, Fishers Island",total area of both ponds,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0292,(MW7.1b) AO-P790..P808,Channel Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,923,SC
Estuary,1701-0038,(MW7.2a) AO-MB (portion 2),"Moriches Bay, West","portion of bay, as described below",Atlantic Ocean/Long Island Soun,,920,SA
Estuary,1701-0041,(MW8.1)  SOB,South Oyster Bay,"entire bay, as described below",Atlantic Ocean/Long Island Soun,,885,SA
Estuary,1701-0045,(MW6.1c) GB..LPB-CH,Cutchogue Harbor and tidal tribs,entire harbor and tidal tribs,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0048,(MW6.3c) GB..LPB-124-P665,Wooley Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0051,(MW6.3b) GB..GPB-122-P648,Sebonac Cr/Bullhead Bay and tidal tribs,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,924,SA
Ponds,0201-0020,Pa-53-54-10-22-P109c,Case Lake,entire lake,Allegheny River,,801,C(T)
Ponds,0801-0176,Ont  19- 70- 4-P689,Brantingham Lake,entire lake,Black River,,805,A
Estuary,1701-0111,(MW7.1b) AO-SB-153,Weesuck Creek and tidal tribs,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,923,SA
Estuary,1701-0146,(MW7.1a) AO-P786,Sagaponack Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0148,(MW8.6a) JB-252a,Sheepshead Bay,entire bay,Atlantic Ocean/Long Island Soun,,891,I
Estuary,1701-0150,(MW1.2)  SI- 8 (portion 2),Richmond/Main Creeks and tribs,reach and tribs above confluence (tidal),Atlantic Ocean/Long Island Soun,,890,SC
Estuary,1701-0302,(MW7.1b) AO-SB-QgC-P834,Ogden Pond,entire pond,Atlantic Ocean/Long Island Soun,,923,SA
Estuary,1701-0304,(MW7.1c) AO-SB-QB-158-P835a,Old Ice Pond,entire pond,Atlantic Ocean/Long Island Soun,,923,B
Estuary,1701-0307,(MW7.2a) AO-MB-162-P837,Beaverdam Pond,entire pond,Atlantic Ocean/Long Island Soun,,920,B
Estuary,1701-0313,(MW7.2a) AO-MB-170,"Terrell River, Lower, and tidal tribs",tidal portion of stream and tribs fr mouth to Mill Pond,Atlantic Ocean/Long Island Soun,,920,SC
Estuary,1701-0319,(MW7.2b) AO-MB-NB-175a thru 176d,Tidal Tribs to Narrow Bay,total area of selected tidal tribs to bay,Atlantic Ocean/Long Island Soun,,920,SC
Estuary,1701-0326,(MW7.3)  AO-GSB (portion 5),Patchogue Bay,"entire bay, as described below",Atlantic Ocean/Long Island Soun,,922,SA
Estuary,1701-0337,(MW7.6)  AO-GSB-193,"Connetquot River, Lower, and tribs",reach and tribs from mouth to Montauk Highway (tidal),Atlantic Ocean/Long Island Soun,,925,SC
Estuary,1701-0355,(MW7.1b) AO-P818,Halsey Neck Pond,entire pond,Atlantic Ocean/Long Island Soun,,923,SC
Estuary,1701-0361,(MW8.5a) JB-249,Spring Creek and tribs,entire basin and tidal tribs,Atlantic Ocean/Long Island Soun,,891,I
Estuary,1701-0366,(MW6.1b) GB-SIS(-PC),Pipes Cove,"entire cove, as described below",Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0371,(MW7.1c) AO-SB-QB-QtC,Quantuck Canal/Moneybogue Bay,"entire canal/bay, as described below",Atlantic Ocean/Long Island Soun,,923,SA
Estuary,1701-0374,(MW8.4)  HB-IPC,Island Park Channel,entire channel,Atlantic Ocean/Long Island Soun,,885,SC
Estuary,1702-0001,(MW3.1)  LIS (portion 2),"Long Island Sound, Westchester Co Waters","Sound east of N/S line fr Premium Pt, in Westchester Co",Atlantic Ocean/Long Island Soun,,935,SA
Estuary,1702-0005,(MW2.5)  ER-LI-12,Flushing Creek/Bay,entire bay and creek (tidal portion),Atlantic Ocean/Long Island Soun,,935,I
Estuary,1702-0009,(MW2.5)  ER/LIS-LNB-19 thru 20,Alley Creek/Little Neck Bay Trib,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,935,I
Estuary,1702-0014,(MW5.2a) LIS-HB,Huntington Bay,"entire bay, as described below",Atlantic Ocean/Long Island Soun,,925,SA
Estuary,1702-0018,(MW4.4b) LIS-CSH,"Cold Spring Harbor, and tidal tribs",entire bay,Atlantic Ocean/Long Island Soun,,925,SA
Estuary,1702-0021,(MW4.2b) LIS-MB (portion 1),"Manhasset Bay, and tidal tribs","portion of bay, as described below",Atlantic Ocean/Long Island Soun,,885,SA
Estuary,1702-0024,(MW4.3b) LIS-41-P145,Dosoris Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,885,SA
Estuary,1702-0025,(MW5.3)  LIS- 62,"Nissequogue River, Lower",reach from mouth to Philips Mill Pond (tidal portion),Atlantic Ocean/Long Island Soun,,925,SC
Estuary,1701-0230,(MW6.1a) GB-P397,Spring Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1701-0231,(MW6.1b) GB-SIS- 77-P400,Gull Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,924,SC
Estuary,1702-0063,(MW3.4)  LIS (portion 2c),Milton Harbor,entire harbor,Atlantic Ocean/Long Island Soun,,935,SB
Estuary,1702-0071,(MW3.3)  LIS- 8,"Mamaroneck River, Lower",river from mouth to Route 1 (tidal portion),Atlantic Ocean/Long Island Soun,,935,SC
Estuary,1702-0099,(MW5.4d) LIS- 68,"Wading River, Lower, and tidal tribs",tidal portion of stream and tribs,Atlantic Ocean/Long Island Soun,,921,SC
Estuary,1702-0121,(MW3.2)  LIS- 6,Premium River and tribs,reach and tribs from mouth to Route 1 (tidal portion),Atlantic Ocean/Long Island Soun,,935,SC
Estuary,1701-0299,(MW7.1b) AO-SB-155,"Phillips Creek, Lower, and tidal tribs",tidal portion of stream and tribs,Atlantic Ocean/Long Island Soun,,923,SA
Estuary,1701-0300,(MW7.1b) AO-SB-156,Penniman Creek and tidal tribs,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,923,SA
Estuary,1301-0276,H (portion 3a),Hudson River,from south end of Houghtailing Island to Kingston,Lower Hudson River,,858,A
Estuary,1702-0026,(MW5.4e) LIS- 72,Goldsmith Inlet,entire inlet,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1702-0042,(MW3.2)  LIS- 7,East Creek and tidal tribs,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,935,SC
Estuary,1702-0048,(MW4.2b) LIS-MB-P122c,Leeds Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,935,SC
Estuary,1702-0062,(MW3.4)  LIS-11,"Blind Brook, Lower",stream from mouth to end of tidal portion,Atlantic Ocean/Long Island Soun,,935,SC
Estuary,1702-0129,(MW3.3)  LIS-10/P1096,Otter Creek/Mill Pond and tidal tribs,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,935,SC
Estuary,1702-0131,(MW3.5)  LIS-12,Playland Lake,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,935,SC
Estuary,1702-0132,(MW3.6)  LIS-13,"Byram River, Lower",river from mouth to Route 1 (tidal portion),Atlantic Ocean/Long Island Soun,,935,SC
Estuary,1702-0140,(MW2.5)  ER/LIS-LNB-P119a,Undalls Mill Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,885,SC
Estuary,1702-0142,(MW4.2b) LIS-MB (portion 3),"Manhasset Bay, and tidal tribs","portion of bay, as described below",Atlantic Ocean/Long Island Soun,,885,SC
Estuary,1702-0146,(MW4.3a) LIS-HH-38,"Glen Cove Creek, Lower, and tribs",reach and tribs from mouth to/incl Pratt Park Pond,Atlantic Ocean/Long Island Soun,,885,SC
Estuary,1702-0151,(MW4.4a) LIS-OBH-MNC,Mill Neck Creek and tidal tribs,entire tidal reach and tribs,Atlantic Ocean/Long Island Soun,,885,SA
Estuary,1702-0229,(MW5.2a) LIS-HB-NB-CH,Centerport Harbor,entire harbor,Atlantic Ocean/Long Island Soun,,925,SA
Estuary,1702-0240,(MW5.4b) LIS-P339,Flax Pond,entire tidal waterbody,Atlantic Ocean/Long Island Soun,,925,SA
Estuary,1702-0241,(MW5.4c) LIS-PJH (portion 2),"Port Jefferson Harbor, South, and tribs","portion of harbor, as described below",Atlantic Ocean/Long Island Soun,,925,SC
Estuary,1702-0260,(MW3.6)  LIS (portion 2d),Port Chester Harbor,"entire harbor, as described below",Atlantic Ocean/Long Island Soun,,935,SB
Estuary,1702-0266,(MW5.4e) LIS (portion 6),"Long Island Sound, Suffolk County, East",Sound from Mattituck Inlet to East Point/Fishers Island,Atlantic Ocean/Long Island Soun,,924,SA
Estuary,1301-0094,H (portion 2b),"Hudson River (Class SB), portion",From Bear Mt Bridge to Riverdale (Westch/Bronx Co line),Lower Hudson River,,864,SB
Ponds,0102-0033,Ont 158-12-11-1-P13,Akron Reservoir,entire reservoir,Niagara River/Lake Erie,,837,A
Ponds,0102-0035,Ont 158-12-20-P15,Divers Lake,entire lake,Niagara River/Lake Erie,,837,C
Ponds,0102-0040,Ont 158-12-46-P20a,Attica Water Supply Reservoir,entire reservoir,Niagara River/Lake Erie,,837,A
Ponds,0102-0043,Ont 158-12-77-3-P20b,Faun Lake,entire lake,Niagara River/Lake Erie,,837,C
Ponds,0104-0001,Ont 158..E-23-48-3-P130,Lime Lake,entire lake,Niagara River/Lake Erie,,838,B
Ponds,0104-0004,Ont 158..E-23-P152,Java Lake,entire lake,Niagara River/Lake Erie,,838,B
Ponds,0104-0057,Ont 158..E-23- 6-P100,Clear Lake,entire lake,Niagara River/Lake Erie,,838,A
Ponds,0201-0023,Pa-53 (portion 1)/P95a,Allegheny River/Reservoir,entire reservoir within New York State,Allegheny River,,802,B
Ponds,0201-0030,Pa-53- 8-P90,Quaker Lake,entire lake,Allegheny River,,802,B(T)
Ponds,0201-0033,Pa-53-15-P95b,Red House Lake,entire lake,Allegheny River,,802,B
Ponds,0202-0001,Pa-63-13-P133-3-P134-P135,Upper Cassadaga Lake,entire lake,Allegheny River,,800,B
Ponds,0202-0002,Pa-63-13-P133-3-P134,Middle Cassadaga Lake,entire lake,Allegheny River,,800,C
Ponds,0202-0003,Pa-63-13-P133,Lower Cassadaga Lake,entire lake,Allegheny River,,800,B
Ponds,0202-0072,Pa-63-13- 4-P122 (portion 2),"Chautauqua Lake, North","portion of lake, north of Bemus Point",Allegheny River,,800,A
Ponds,0301-0010,Ont 124/125-P155a,Braddock Bay,entire bay,Lake Ontario,,847,B
Ponds,0301-0015,Ont 123-P154,Long Pond,entire lake,Lake Ontario,,847,B
Ponds,0301-0016,Ont 123-P154-2-P155,Cranberry Pond,entire lake,Lake Ontario,,847,B
Ponds,0301-0017,Ont 122-P153,Buck Pond,entire lake,Lake Ontario,,847,B
Ponds,0301-0018,Ont 121-P152,Round Pond,entire lake,Lake Ontario,,847,C
Ponds,0301-0035,Ont 138 (portion 2)/P166,Waterport Pond,entire lake,Lake Ontario,,847,C
Ponds,0301-0041,Ont 138-11d-P167,Glenwood Lake,entire lake,Lake Ontario,,847,C
Ponds,0301-0042,Ont 138-P167o,Upper Stafford Marsh,entire lake,Lake Ontario,,847,C
Ponds,0302-0001,Ont 108/P113,Irondequoit Bay,entire bay,Lake Ontario,,846,B
Ponds,0302-0011,Ont  82/P93,East Bay,entire bay,Lake Ontario,,847,B
Ponds,0302-0012,Ont  80/P89,Port Bay,entire bay,Lake Ontario,,847,B
Ponds,0302-0017,Ont  74/P76,Little Sodus Bay,entire bay,Lake Ontario,,847,B
Ponds,0302-0020,Ont  84/P96,Sodus Bay,entire bay,Lake Ontario,,847,B
Ponds,0302-0021,Ont  75/P77,Blind Sodus Bay,entire bay,Lake Ontario,,847,B
Ponds,0302-0034,Ont 108/P113- 3-33-P143,Hundred Acre Pond,entire lake,Lake Ontario,,846,B
Ponds,0302-0037,"Ont 111-P148a,P148e","Durand, Eastman Lakes",total area of both lakes,Lake Ontario,,847,B
Ponds,0302-0058,Ont  73/P69,The Pond,entire pond,Lake Ontario,,847,B
Ponds,0303-0002,Ont  46b-P1041,North Pond,entire lake,Lake Ontario,,847,B
Ponds,0303-0011,Ont   (portion  2a),Chaumont Bay,"entire bay, see description",Lake Ontario,,847,C
Ponds,0303-0022,Ont   (portion  4a),Henderson Bay,"entire bay, see description",Lake Ontario,,847,A
Ponds,0303-0025,Ont   (portion  2b),Guffin Bay,"entire bay, see description",Lake Ontario,,847,C
Ponds,0303-0041,Ont  18-P390,Perch Lake,entire lake,Lake Ontario,,847,C
Ponds,0303-0046,Ont  40-P1023,Henderson Pond,entire lake,Lake Ontario,,847,C
Ponds,0303-0052,Ont  44-1a-P1031,Lakeview Pond,entire lake,Lake Ontario,,847,C
Ponds,0303-0058,"Ont  46-P1039a,P1039b","North Colwell Pond, South Colwell Pond",total area of both lakes,Lake Ontario,,847,C
Ponds,0303-0065,Ont  51-P1,South Pond,entire lake,Lake Ontario,,847,C
Ponds,0303-0067,Ont  53 (portion 2)/P18a,Lower Salmon River Reservoir,entire reservoir,Lake Ontario,,847,C(T)
Ponds,0303-0069,Ont  53 (portion 4)/P19a,Salmon River Reservoir,entire reservoir,Lake Ontario,,847,C(T)
Ponds,0601-0091,SR-155- 3-2-3-P265,Chisholm Pond,entire lake,Susquehanna River,,931,C
Ponds,0601-0093,SR-156-P279a,Buckhorn Lake,entire lake,Susquehanna River,,931,B
Ponds,0601-0108,SR-187-28-P359,Bear Swamp Pond,entire lake,Susquehanna River,,931,A
Ponds,0601-0113,SR-204- 5- 8-P385a,Muskrat Pond,entire lake,Susquehanna River,,931,C
Ponds,0601-0115,SR-204-P399,Mud Lake,entire lake,Susquehanna River,,931,C
Ponds,0602-0007,SR- 44-78-P152,Lake Moraine,entire lake,Susquehanna River,,931,B
Ponds,0602-0019,SR- 44-14-60-P68-P72,Song Lake,entire lake,Susquehanna River,,931,B
Ponds,0602-0041,SR- 44-82-P163,Eaton Brook Reservoir,entire reservoir,Susquehanna River,,931,B
Ponds,0602-0073,SR- 44- 5- 3-P26a,St Johns Pond,entire lake,Susquehanna River,,931,C
Ponds,0602-0085,SR- 44-14-59-25-P55,Carpenter Pond,entire lake,Susquehanna River,,931,C
Ponds,0602-0086,SR- 44-14-59-34-P56,DeRuyter Reservoir,entire lake,Susquehanna River,,931,B
Ponds,0602-0089,SR- 44-14-60-P67b,Goodale Lake,entire lake,Susquehanna River,,931,C
Ponds,0602-0090,SR- 44-14-60-P68-P73,Crooked Lake,entire lake,Susquehanna River,,931,B
Ponds,0602-0095,SR- 44-23-14-P83,Long Pond,entire lake,Susquehanna River,,931,C
Ponds,0602-0096,SR- 44-23-35-P88,Genegantslet Lake,entire lake,Susquehanna River,,931,B
Ponds,0602-0099,SR- 44-38- 9-P98,Tank Pond,entire lake,Susquehanna River,,931,C
Ponds,0602-0100,SR- 44-39- 5-P99,Lake Ludlow,entire lake,Susquehanna River,,931,C
Ponds,0602-0104,SR- 44-54- 7-P107a,Round Pond,entire lake,Susquehanna River,,931,C
Ponds,0602-0109,SR- 44-79-P153,Lebanon Reservoir,entire lake,Susquehanna River,,931,B(T)
Ponds,0602-0111,SR- 44-80-P154,Bradley Brook Reservoir,entire lake,Susquehanna River,,931,B
Ponds,0602-0112,SR- 44-80-P154-1-P155,Hatch Lake,entire lake,Susquehanna River,,931,B
Ponds,0603-0005,SR (Pa)-1-P8,Cayuta Lake,entire lake,Susquehanna River,,931,B
Ponds,0603-0048,SR- 16- 4-P13,Spencer Lake,entire lake,Susquehanna River,,931,C
Ponds,0701-0002,Ont  66-12 (portion 3)/P185,Cross Lake,entire lake,Oswego River/Finger Lakes,,897,B
Ponds,0701-0004,Ont  66-12-35-P197- 3-P198,Otter Lake,entire pond,Oswego River/Finger Lakes,,898,C
Ponds,0701-0018,Ont  66- 3-P9,Lake Neatahwanta,entire lake,Oswego River/Finger Lakes,,897,B
Ponds,0701-0025,"Ont  66- 2-P6,P7,P8","Paddys, Crooks and Mud Ponds",total area of all three ponds,Oswego River/Finger Lakes,,897,C
Ponds,0701-0028,Ont  66- 6-1-P13,Mud Lake,entire lake,Oswego River/Finger Lakes,,897,C
Ponds,0701-0044,Ont  66-12-44-P221,Mud Pond,entire pond,Oswego River/Finger Lakes,,898,C
Ponds,0701-0045,Ont  66-12-45-P222a thru i,Howland Island Game Refuge Ponds,total area of all ponds,Oswego River/Finger Lakes,,898,C
Ponds,0702-0003,Ont  66-12-12-P154 (portion 1),"Onondaga Lake, northern end","portion of lake, as described below",Oswego River/Finger Lakes,,895,B
Ponds,0702-0011,Ont  66-12-12-P154- 6-P175,Otisco Lake,entire lake,Oswego River/Finger Lakes,,895,AA
Ponds,0702-0021,Ont  66-12-12-P154 (portion 2),"Onondaga Lake, southern end","portion of lake, as described below",Oswego River/Finger Lakes,,895,C
Ponds,0702-0026,"Ont  66-12-12-P154- 4-P156,P158","Hiawatha Lake, Woodland Reservoir",total area of both lakes,Oswego River/Finger Lakes,,895,C
Ponds,0703-0001,Ont  66-11-P26,Oneida Lake,entire lake,Oswego River/Finger Lakes,,899,B
Ponds,0703-0015,Ont  66-11-P26-37- 6-P144,Jamesville Reservoir,entire reservoir,Oswego River/Finger Lakes,,899,AA
Ponds,0703-0021,Ont  66-11-P26-37-35-P153,Cazenovia Lake,entire lake,Oswego River/Finger Lakes,,899,A
Ponds,0703-0022,Ont  66-11-P26-37-47-P164,Tuscarora Lake,entire lake,Oswego River/Finger Lakes,,931,B
Ponds,0905-0125,SL-25- 49-P69,Yellow Lake,entire lake,St. Lawrence River,,910,C
Ponds,0703-0051,"Ont  66-11-P26- 9- 5-P34a,P35","Dutcher, Francis Ponds",total area of both ponds,Oswego River/Finger Lakes,,899,C(T)
Ponds,0703-0052,"Ont  66-11-P26- 9-17-P38a,P39","Chase, South Ponds",total area of both ponds,Oswego River/Finger Lakes,,899,C
Ponds,0703-0071,Ont  66-11-P26-24-14- 4-P73,Oneida City Reservoir,entire reservoir,Oswego River/Finger Lakes,,899,AA(T)
Ponds,0703-0076,Ont  66-11-P26-24-14-14- 1-P79,Bloodsucker Lake,entire lake,Oswego River/Finger Lakes,,899,C
Ponds,0703-0081,Ont  66-11-P26-24-22-15- 1-P93a,Cody Pond,entire pond,Oswego River/Finger Lakes,,899,C(T)
Ponds,0703-0082,Ont  66-11-P26-24-22-15-P94,Panther Lake,entire lake,Oswego River/Finger Lakes,,899,B
Ponds,0703-0083,Ont  66-11-P26-24-22-P95,Carterville Pond,entire pond,Oswego River/Finger Lakes,,899,C(T)
Ponds,0703-0087,Ont  66-11-P26-24-P109,Kasoag Lake,entire lake,Oswego River/Finger Lakes,,899,B
Ponds,0703-0089,Ont  66-11-P26-24-P109-P110 thru 11,"Black, Bass, Sisley and Green Ponds",total area of all lakes,Oswego River/Finger Lakes,,899,C
Ponds,0703-0112,Ont  66-11-P26-37- 8-P147-1-P148,Round Lake,entire lake,Oswego River/Finger Lakes,,899,AA
Ponds,0704-0001,Ont  66-12-52..P286,Canandaigua Lake,entire lake,Oswego River/Finger Lakes,,898,AA(TS)
Ponds,0704-0028,"Ont  66-12-52-18- P238,P240",Junius Ponds,total area of all ponds,Oswego River/Finger Lakes,,898,A
Ponds,0704-0035,"Ont  66-12-52-23-43- 6..P263a,P263b",Fairport Reservoirs,total area of both reservoirs,Oswego River/Finger Lakes,,898,A
Ponds,0704-0045,Ont  66-12-52..40-P273,Newark Reservoir,entire reservoir,Oswego River/Finger Lakes,,898,B
Ponds,0705-0003,Ont  66-12-P369-115-P388,Keuka Lake,entire lake,Oswego River/Finger Lakes,,898,AA(TS)
Ponds,0705-0025,Ont  66-12-P296 (portion 2),"Cayuga Lake, Main Lake, Mid-North","portion of lake, as described below",Oswego River/Finger Lakes,,898,A(T)
Ponds,0705-0026,Ont  66-12-P369 (portion 1),"Seneca Lake, Main Lake, North","portion of lake, as described below",Oswego River/Finger Lakes,,898,B(T)
Ponds,0705-0030,Ont  66-12-P296 (portion 1),"Cayuga Lake, Northern End","portion of lake, as described below",Oswego River/Finger Lakes,,898,B(T)
Ponds,0705-0040,Ont  66-12-P296 (portion 4),"Cayuga Lake, Southern End","portion of lake, as described below",Oswego River/Finger Lakes,,898,A
Ponds,0705-0045,Ont  66-12 (portion 5a)/P293,Montezuma National Wildlife Refuge,entire lake,Oswego River/Finger Lakes,,898,C
Ponds,0705-0050,Ont  66-12-P296 (portion 3),"Cayuga Lake, Main Lake, Mid-South","portion of lake, as described below",Oswego River/Finger Lakes,,898,AA(T)
Ponds,0705-0072,Ont  66-12 (portion 6a)/P366a,Van Cleef Lake,entire lake,Oswego River/Finger Lakes,,898,C
Ponds,0706-0009,Ont  66-12-43-P212,Owasco Lake,entire lake,Oswego River/Finger Lakes,,898,AA(T)
Ponds,0707-0004,Ont  66-12-29-P193,Skaneateles Lake,entire lake,Oswego River/Finger Lakes,,896,AA
Ponds,0801-0004,"Ont  19- 81-18-17-P752..P768,P7","Lower, Upper Sister Lakes",total area of both lakes,Black River,,805,C(T)
Ponds,0801-0010,Ont  19- 81-58..P862 thru P875,Minor Lakes Trib to Indian River,total area of all selected lakes,Black River,,805,C(T)
Ponds,0801-0018,Ont  19- 40-P493-21- 1-P570,Terror Lake,entire lake,Black River,,805,C(T)
Ponds,0801-0033,Ont  19- 81-18-17-P752..P775 to 779,"Minor Lakes Trib to Big Moose Lake, SE","total area of all selected lakes, southeast",Black River,,805,C(T)
Ponds,0801-0035,Ont  19- 81-18-17-P752,Big Moose Lake,entire lake,Black River,,805,A(T)
Ponds,0801-0039,Ont  19- 40-22-P479 thru P492 (sel),Minor Lakes Trib to Moshier Creek,total area of all selected lakes,Black River,,805,C
Ponds,0801-0041,Ont  19- 60-P674 thru P684,Minor Lakes Trib to Upper Otter Creek,total area of all four lakes,Black River,,805,C(T)
Ponds,0801-0050,Ont  19- 81-18-17-P752..P753 to 767,"Minor Lakes Trib to Big Moose Lake, NW","total area of all selected lakes, northwest",Black River,,805,C
